Variable;Position;Label;Measurement Level;Role;Column Width;Alignment;Print Format;Write Format
W24_Q13A2;5355;Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W24_Q14A1;5356;Anzahl der Infizierten (amtlich);Scale;Input;8;Right;F12;F12
W24_Q14A2;5357;Anzahl der Infizierten (eigene Einschaetzung);Scale;Input;8;Right;F12;F12
W24_Q15;5358;Massnahmen der Regierung: Angemessenheit;Nominal;Input;8;Right;F32;F32
W24_Q16;5359;Massnahmen der Regierung: Effektivitaet;Nominal;Input;8;Right;F29;F29
W24_Q17;5360;Geschaetzte Dauer der Krise;Nominal;Input;8;Right;F19;F19
W24_Q18;5361;Geschaetzte Dauer der Krise: Mehr als 6 Monate;Nominal;Input;8;Right;F19;F19
W24_Q19A1;5362;Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts;Nominal;Input;8;Right;F40;F40
W24_Q19A2;5363;Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants;Nominal;Input;8;Right;F40;F40
W24_Q19A3;5364;Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen;Nominal;Input;8;Right;F40;F40
W24_Q19A4;5365;Massnahme: Schliessung von Schwimmbaedern;Nominal;Input;8;Right;F40;F40
W24_Q19A5;5366;Massnahme: Schliessung von Volks- und hoeheren Schulen;Nominal;Input;8;Right;F40;F40
W24_Q19A6;5367;Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten;Nominal;Input;8;Right;F40;F40
W24_Q19A7;5368;Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen;Nominal;Input;8;Right;F40;F40
W24_Q19A8;5369;Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung;Nominal;Input;8;Right;F40;F40
W24_Q19A9;5370;Massnahme: Einschraenkung der Reisefreiheit;Nominal;Input;8;Right;F40;F40
W24_Q19A10;5371;Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums;Nominal;Input;8;Right;F40;F40
W24_Q19A11;5372;Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln;Nominal;Input;8;Right;F40;F40
W24_Q19A12;5373;Massname: Verpflichtung fuer Betriebe, Daten ihrer Besucher zu erfassen;Nominal;Input;8;Right;F40;F40
W24_Q19A13;5374;Massnahmen: Naechtliche Aussgangsbeschraenkungen;Nominal;Input;8;Right;F40;F40
W24_Q19A14;5375;Massnahmen: Verpflichtende Zutrittstests zu Veranstaltungen;Nominal;Input;8;Right;F40;F40
W24_Q19A15;5376;Massnahmen: Verpflichtende Zutrittstests zu Gastronomie und Hotellerie;Nominal;Input;8;Right;F40;F40
W24_Q19A16;5377;Massnahmen: Verpflichtende Zutrittstest fuer koerpernahe Dienstleistungen;Nominal;Input;8;Right;F40;F40
W24_Q20;5378;Corona-Test: Haeufigkeit in den letzten vier Wochen;Nominal;Input;8;Right;F34;F34
W24_Q21;5379;Corona-Test: Haeufigkeit [Wenn mehr als 4 Mal];Nominal;Input;8;Right;F15;F15
W24_Q22A1;5380;Corona-Tests: Effektive Massnahme gegen Corona;Nominal;Input;8;Right;F27;F27
W24_Q22A2;5381;Corona-Tests: Ergebnis ist zuverlaessig;Nominal;Input;8;Right;F27;F27
W24_Q22A3;5382;Corona-Tests: Negativer Test bedeutet, dass ich mehr Personen treffen kann;Nominal;Input;8;Right;F27;F27
W24_Q22A4;5383;Corona-Tests: Strengere Massnahmen fuer Personen ohne Test;Nominal;Input;8;Right;F27;F27
W24_Q22A5;5384;Corona-Test: Moeglich sich schnell testen zu lassen;Nominal;Input;8;Right;F27;F27
W24_Q23A1;5385;Ansteckungsgefahr: Restaurants, Cafés und Bars;Nominal;Input;8;Right;F17;F17
W24_Q23A2;5386;Ansteckungsgefahr: Oeffentliche Verkehrsmittel;Nominal;Input;8;Right;F17;F17
W24_Q23A3;5387;Ansteckungsgefahr: Ihrer Arbeitsstaette [wenn: erwerbstaetig];Nominal;Input;8;Right;F17;F17
W24_Q23A4;5388;Ansteckungsgefahr: Schulen und Kindergaerten;Nominal;Input;8;Right;F17;F17
W24_Q23A5;5389;Ansteckungsgefahr: Oeffentliche Parks und Spielplaetze;Nominal;Input;8;Right;F17;F17
W24_Q23A6;5390;Ansteckungsgefahr: Arzt;Nominal;Input;8;Right;F17;F17
W24_Q23A7;5391;Ansteckungsgefahr: Familienfeier;Nominal;Input;8;Right;F17;F17
W24_Q23A8;5392;Ansteckungsgefahr: Treffen von Freunden Zuhause;Nominal;Input;8;Right;F17;F17
W24_Q24;5393;Anzahl Kontakpersonen: Letzte Woche;Nominal;Input;8;Right;F40;F40
W24_Q25;5394;Gesundheitszustand;Nominal;Input;8;Right;F17;F17
W24_Q27;5395;Corona-Diagnose: Respondent;Nominal;Input;8;Right;F40;F40
W24_Q28;5396;Corona positiv: Wieder genesen?;Nominal;Input;8;Right;F12;F12
W24_Q29A1;5397;Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W24_Q30;5398;Corona-Diagnose: Direkter persoenlicher Kontakt;Nominal;Input;8;Right;F40;F40
W24_Q31A1;5399;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W24_Q32A1;5400;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person);Nominal;Input;8;Right;F8;F8
W24_Q33;5401;Bereits gegen Corona geimpft;Nominal;Input;8;Right;F35;F35
W24_Q34;5402;Geimpft: welcher Impfstoff;Nominal;Input;8;Right;F23;F23
W24_Q35;5403;Geimpft: beide Impfungen;Nominal;Input;8;Right;F12;F12
W24_Q36A1;5404;Impfen: ehestmoeglich;Nominal;Input;8;Right;F27;F27
W24_Q36A2;5405;Impfen: Impfpflicht fuer alle;Nominal;Input;8;Right;F27;F27
W24_Q36A3;5406;Impfen: gratis Impfstoff;Nominal;Input;8;Right;F27;F27
W24_Q36A4;5407;Impfen: Impfpflicht fuer Berufsgruppen mit hohem Risiko;Nominal;Input;8;Right;F27;F27
W24_Q36A5;5408;Impfen: Sollte Moeglichkeit haben, mich sofort impfen zu lassen;Nominal;Input;8;Right;F27;F27
W24_Q36A6;5409;Impfen: Es ist unfair, dass bestimmte Gruppen die Impfung frueher erhalten;Nominal;Input;8;Right;F27;F27
W24_Q36A7;5410;Impfen: Meisten Personen in meinem Umfeld sind bereit sich impfen zu lassen;Nominal;Input;8;Right;F27;F27
W24_Q36A8;5411;Impfen: eigene Kinder ehestmoeglich impfen;Nominal;Input;8;Right;F27;F27
W24_Q37A1;5412;Aussage: Mache mir Sorgen ueber unvorhergesehene Nebenwirkungen der Impfung;Nominal;Input;8;Right;F27;F27
W24_Q37A2;5413;Aussage: Verlasse mich lieber auf mein Immunsystem als auf eine Impfung;Nominal;Input;8;Right;F27;F27
W24_Q37A3;5414;Aussage: Fuehle mich gut ueber die Wirkweise der Impfstoffe informiert;Nominal;Input;8;Right;F27;F27
W24_Q37A4;5415;Aussage: Die Impfung erlaubt mir ein Leben wie vor der Pandemie.;Nominal;Input;8;Right;F27;F27
W24_Q37A5;5416;Aussage: Mit einer Impfung kann ich andere schuetzen.;Nominal;Input;8;Right;F27;F27
W24_Q37A6;5417;Aussage: Lasse mich impfen, wenn andere sich zuerst impfen lassen;Nominal;Input;8;Right;F27;F27
W24_Q37A7;5418;Aussage: Mit einer Impfung kann ich mich selbst schuetzen.;Nominal;Input;8;Right;F27;F27
W24_Q37A8;5419;Aussage: Behoerdlich zugelassene Impfungen sind sicher.;Nominal;Input;8;Right;F27;F27
W24_Q37A9;5420;Aussage: Behoerden informieren hinreichend ueber Wirkungsweise der Impfstoffe;Nominal;Input;8;Right;F27;F27
W24_Q37A10;5421;Aussage: Mein Alltag ist zu stressig, ich habe keine Zeit fuer eine Impfung.;Nominal;Input;8;Right;F27;F27
W24_Q38A1;5422;Impfbereitschaft: BioNTech-Pfizer;Nominal;Input;8;Right;F37;F37
W24_Q38A2;5423;Impfbereitschaft: AstraZeneca;Nominal;Input;8;Right;F37;F37
W24_Q38A3;5424;Impfbereitschaft: Moderna;Nominal;Input;8;Right;F37;F37
W24_Q38A4;5425;Impfbereitschaft: Johnson & Johnson;Nominal;Input;8;Right;F37;F37
W24_Q38A5;5426;Impfbereitschaft: Sputnik V;Nominal;Input;8;Right;F37;F37
W24_Q39;5427;Alkoholkonsum: Menge;Nominal;Input;8;Right;F31;F31
W24_Q40;5428;Rauchverhalten: Menge;Nominal;Input;8;Right;F30;F30
W24_Q41;5429;Schlafqualitaet;Nominal;Input;8;Right;F36;F36
W24_Q42A1;5430;Auswirkungen: Vergesse Wochentag;Nominal;Input;8;Right;F27;F27
W24_Q42A2;5431;Auswirkungen: Fehlt Kontakt;Nominal;Input;8;Right;F27;F27
W24_Q42A3;5432;Auswirkungen: Dinge tun, fuer die sonst keine Zeit;Nominal;Input;8;Right;F27;F27
W24_Q42A4;5433;Auswirkungen: Konflikte in Beziehung/Familie;Nominal;Input;8;Right;F27;F27
W24_Q43A1;5434;Depressivitaet: ruhig und gelassen;Nominal;Input;8;Right;F18;F18
W24_Q43A2;5435;Depressivitaet: einsam;Nominal;Input;8;Right;F18;F18
W24_Q43A3;5436;Depressivitaet: aergerlich;Nominal;Input;8;Right;F18;F18
W24_Q43A4;5437;Depressivitaet: so niedergeschlagen;Nominal;Input;8;Right;F18;F18
W24_Q43A5;5438;Depressivitaet: gluecklich;Nominal;Input;8;Right;F18;F18
W24_Q43A6;5439;Depressivitaet: sehr nervoes;Nominal;Input;8;Right;F18;F18
W24_Q43A7;5440;Depressivitaet: aengstlich;Nominal;Input;8;Right;F18;F18
W24_Q43A8;5441;Depressivitaet: bedrueckt und traurig;Nominal;Input;8;Right;F18;F18
W24_Q43A9;5442;Depressivitaet: voller Energie;Nominal;Input;8;Right;F18;F18
W24_Q44A1;5443;Aussage: Kinderbetreuung stellt Problem dar;Nominal;Input;8;Right;F27;F27
W24_Q45A1;5444;Zufriedenheit: Familienleben;Nominal;Input;8;Right;F40;F40
W24_Q45A2;5445;Zufriedenheit: Partnerschaft;Nominal;Input;8;Right;F40;F40
W24_Q45A3;5446;Zufriedenheit: Beruf;Nominal;Input;8;Right;F40;F40
W24_Q45A4;5447;Zufriedenheit: Freizeit;Nominal;Input;8;Right;F40;F40
W24_Q46A1;5448;Zuhause verlassen: Arbeit;Nominal;Input;8;Right;F18;F18
W24_Q46A2;5449;Zuhause verlassen: Sport;Nominal;Input;8;Right;F18;F18
W24_Q46A3;5450;Zuhause verlassen: Freunde oder Verwandte treffen;Nominal;Input;8;Right;F18;F18
W24_Q46A4;5451;Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe;Nominal;Input;8;Right;F18;F18
W24_Q46A5;5452;Zuhause verlassen: Essen einkaufen;Nominal;Input;8;Right;F18;F18
W24_Q46A6;5453;Zuhause verlassen: Haustier ausfuehren;Nominal;Input;8;Right;F18;F18
W24_Q46A7;5454;Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen;Nominal;Input;8;Right;F18;F18
W24_Q46A8;5455;Zuhause verlassen: Sonstige Besorgungen;Nominal;Input;8;Right;F18;F18
W24_Q46A9;5456;Zuhause verlassen: Andere Gruende;Nominal;Input;8;Right;F18;F18
W24_Q47A1;5457;Meinung anderer Oesterreicher: Geschaefte sollen geschlossen bleiben;Nominal;Input;8;Right;F39;F39
W24_Q47A2;5458;Meinung anderer Oesterreicher: Alle muessen zu Hause bleiben;Nominal;Input;8;Right;F39;F39
W24_Q47A3;5459;Meinung anderer Oesterreicher: Nicht-Einhaltung von Massnahmen bestrafen;Nominal;Input;8;Right;F39;F39
W24_Q47A4;5460;Meinung anderer Oesterreicher: Alle muessen 1m Abstand halten;Nominal;Input;8;Right;F39;F39
W24_Q47A5;5461;Meinung anderer Oesterreicher: Verletzungen muessen vermieden werden;Nominal;Input;8;Right;F39;F39
W24_Q47A6;5462;Meinung anderer Oesterreicher: Schutzmasken im oeffentlichen Raum tragen;Nominal;Input;8;Right;F39;F39
W24_Q48A1;5463;Verhalten anderer Oesterreicher: Bleiben zu Hause;Nominal;Input;8;Right;F37;F37
W24_Q48A2;5464;Verhalten anderer Oesterreicher: Halten Abstand;Nominal;Input;8;Right;F37;F37
W24_Q48A3;5465;Verhalten anderer Oesterreicher: Vermeiden Verletzungen;Nominal;Input;8;Right;F37;F37
W24_Q48A4;5466;Verhalten anderer Oesterreicher: Tragen Schutzmasken;Nominal;Input;8;Right;F37;F37
W24_Q49A1;5467;Eigenes Verhalten: Zu Hause bleiben;Nominal;Input;8;Right;F16;F16
W24_Q49A2;5468;Eigenes Verhalten: Abstand halten;Nominal;Input;8;Right;F16;F16
W24_Q49A3;5469;Eigenes Verhalten: Verletzungen vermeiden;Nominal;Input;8;Right;F16;F16
W24_Q49A4;5470;Eigenes Verhalten: Schutzmaske tragen;Nominal;Input;8;Right;F16;F16
W24_Q50A1;5471;Chance: Zusammenhalt hat sich erhoeht;Nominal;Input;8;Right;F27;F27
W24_Q50A2;5472;Chance: Gut fuer Umwelt und Klima;Nominal;Input;8;Right;F27;F27
W24_Q50A3;5473;Chance: Umstellung auf Online-Kommunikation;Nominal;Input;8;Right;F27;F27
W24_Q51A1;5474;Aussage: Ich weiss, wie ich meine Privatsphaere online schuetze.;Nominal;Input;8;Right;F27;F27
W24_Q51A2;5475;Aussage: Kann technische Probleme bei der Internetnutzung meist selbst loesen;Nominal;Input;8;Right;F27;F27
W24_Q51A3;5476;Aussage: Tue mir schwer, Informationen, die ich online finde, zu ueberpruefen;Nominal;Input;8;Right;F27;F27
W24_Q51A4;5477;Aussage: Vertraue meiner Einschaetzung, ob Online-Inhalte vertrauenswuerdig sind;Nominal;Input;8;Right;F27;F27
W24_Q51A5;5478;Aussage: Weiss, welche Infos ich online teilen bzw. nicht teilen sollte.;Nominal;Input;8;Right;F27;F27
W24_Q51A6;5479;Aussage: Ich traue mir zu, online Texte und Kommentare zu schreiben.;Nominal;Input;8;Right;F27;F27
W24_Q52A1;5480;Haeufigkeit Computer-/Tablet-Nutzung: Fuer berufliche Zwecke;Nominal;Input;8;Right;F25;F25
W24_Q52A2;5481;Haeufigkeit Computer-/Tablet-Nutzung: Fuer private Zwecke;Nominal;Input;8;Right;F25;F25
W24_Q53A1;5482;Gemeinschaftsgefuehl: Geben alle unser Bestes;Nominal;Input;8;Right;F27;F27
W24_Q53A2;5483;Gemeinschaftsgefuehl: Einig, dass Zusammenhalt wichtig;Nominal;Input;8;Right;F27;F27
W24_Q53A3;5484;Gemeinschaftsgefuehl: Ruecken zusammen, um Schwache zu schuetzen;Nominal;Input;8;Right;F27;F27
W24_Q54;5485;Politikinteresse;Nominal;Input;8;Right;F26;F26
W24_Q55A1;5486;Vertrauen: ORF;Nominal;Input;8;Right;F29;F29
W24_Q55A2;5487;Vertrauen: Polizei;Nominal;Input;8;Right;F29;F29
W24_Q55A3;5488;Vertrauen: Parlament;Nominal;Input;8;Right;F29;F29
W24_Q55A4;5489;Vertrauen: Gesundheitswesen;Nominal;Input;8;Right;F29;F29
W24_Q55A5;5490;Vertrauen: Bundesregierung;Nominal;Input;8;Right;F29;F29
W24_Q55A6;5491;Vertrauen: Bundesheer;Nominal;Input;8;Right;F29;F29
W24_Q56A1;5492;Gruener Pass: erlaubt normales Leben;Nominal;Input;8;Right;F27;F27
W24_Q56A2;5493;Gruener Pass: Daten sind sicher;Nominal;Input;8;Right;F27;F27
W24_Q56A3;5494;Gruener Pass: bereits erhalten;Nominal;Input;8;Right;F27;F27
W24_Q56A4;5495;Gruener Pass: gut auch fuer Getestete;Nominal;Input;8;Right;F27;F27
W24_Q56A5;5496;Gruener Pass: gut auch fuer Genesene;Nominal;Input;8;Right;F27;F27
W24_Q56A6;5497;Gruener Pass: effektive Massnahme;Nominal;Input;8;Right;F27;F27
W24_Q56A7;5498;Gruener Pass: fuehrt zu Zwei-Klassen-Gesellschaft;Nominal;Input;8;Right;F27;F27
W24_Q57A1;5499;Demokratie: Mehr Freiheit fuer Bundesregierung;Nominal;Input;8;Right;F27;F27
W24_Q57A2;5500;Demokratie: Oppositionsparteien mit Kritik zurueckhalten;Nominal;Input;8;Right;F27;F27
W24_Q57A3;5501;Demokratie: Medien mit Kritik zurueckhalten;Nominal;Input;8;Right;F27;F27
W24_Q57A4;5502;Demokratie: Bundeskanzler aufwerten;Nominal;Input;8;Right;F27;F27
W24_Q57A5;5503;Demokratie: Sundown Clause;Nominal;Input;8;Right;F27;F27
W24_Q57A6;5504;Demokratie: Regierungsparteien an einem Strang ziehen;Nominal;Input;8;Right;F27;F27
W24_Q57A7;5505;Demokratie: Ideen der Opposition zu wenig beachtet;Nominal;Input;8;Right;F27;F27
W24_Q57A8;5506;Demokratie: An EU-Regeln halten;Nominal;Input;8;Right;F27;F27
W24_Q57A9;5507;Demokratie: Foederalismus erschwert Krisenbewaeltigung;Nominal;Input;8;Right;F27;F27
W24_Q58;5508;Demokratiezufriedenheit: Oesterreich;Nominal;Input;8;Right;F20;F20
W24_Q59A1;5509;Aussage: Akzeptabel hoehere Steuern zu zahlen;Nominal;Input;8;Right;F27;F27
W24_Q59A2;5510;Aussage: Lebensweise aendern;Nominal;Input;8;Right;F27;F27
W24_Q59A3;5511;Aussage: Wichtigeres als Corona im Leben;Nominal;Input;8;Right;F27;F27
W24_Q59A4;5512;Aussage: Behauptungen ueber Corona uebertrieben;Nominal;Input;8;Right;F27;F27
W24_Q59A5;5513;Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung;Nominal;Input;8;Right;F27;F27
W24_Q59A6;5514;Aussage: Alles in allem empfinde ich die Corona-Massnahmen als gerecht;Nominal;Input;8;Right;F27;F27
W24_Q59A7;5515;Aussage: Die meisten in meinem Umfeld sind bereit, ihre Lebensweise zu aendern;Nominal;Input;8;Right;F27;F27
W24_Q59A8;5516;Aussage: Massnahmen zur Eindaemmung des Coronavirus waren Fehler;Nominal;Input;8;Right;F27;F27
W24_Q59A9;5517;Aussage: Regierung uebertreibt hinsichtlich gesundheitlicher Gefahr;Nominal;Input;8;Right;F27;F27
W24_Q59A10;5518;Aussage: Das Coronavirus ist gefaehrlicher als eine normale Grippe;Nominal;Input;8;Right;F27;F27
W24_Q60;5519;Zufriedenheit Bundesregierung: Bilanz;Nominal;Input;8;Right;F20;F20
W24_Q61A1;5520;Aussage: Zuwanderer bereichern die oesterreichische Kultur;Nominal;Input;8;Right;F30;F30
W24_Q61A2;5521;Aussage: Zuwanderer sind im Allgemeinen gut fuer die Wirtschaft;Nominal;Input;8;Right;F30;F30
W24_Q61A3;5522;Aussage: Zugang zur Staatsbuergerschaft sollte erleichtert werden;Nominal;Input;8;Right;F30;F30
W24_Q62A1;5523;Wissen: Anteil der Bevoelkerung ohne oesterreichische Staatsbuergerschaft;Scale;Input;8;Right;F8;F8
W24_Q63;5524;Sicherheit Wissen: Anteil der Bevoelkerung ohne oesterreich. Staatsbuergerschaft;Nominal;Input;8;Right;F17;F17
W24_Q64A1;5525;Sachfragen-Kompetenz: Arbeitsmarkt und Beschaeftigung;Nominal;Input;8;Right;F21;F21
W24_Q64A2;5526;Sachfragen-Kompetenz: Zuwanderung;Nominal;Input;8;Right;F21;F21
W24_Q64A3;5527;Sachfragen-Kompetenz: Europaeische Integration;Nominal;Input;8;Right;F21;F21
W24_Q64A4;5528;Sachfragen-Kompetenz: Wirtschaftspolitik;Nominal;Input;8;Right;F21;F21
W24_Q64A5;5529;Sachfragen-Kompetenz: Umweltschutz;Nominal;Input;8;Right;F21;F21
W24_Q64A6;5530;Sachfragen-Kompetenz: Korruptionsbekaempfung;Nominal;Input;8;Right;F21;F21
W24_Q64A7;5531;Sachfragen-Kompetenz: Pensionen;Nominal;Input;8;Right;F21;F21
W24_Q64A8;5532;Sachfragen-Kompetenz: Gesundheit;Nominal;Input;8;Right;F21;F21
W24_Q65A1;5533;Links-Rechts-Einstufung: OEVP;Nominal;Input;8;Right;F28;F28
W24_Q65A2;5534;Links-Rechts-Einstufung: SPOE;Nominal;Input;8;Right;F28;F28
W24_Q65A3;5535;Links-Rechts-Einstufung: FPOE;Nominal;Input;8;Right;F28;F28
W24_Q65A4;5536;Links-Rechts-Einstufung: Gruene;Nominal;Input;8;Right;F28;F28
W24_Q65A5;5537;Links-Rechts-Einstufung: NEOS;Nominal;Input;8;Right;F28;F28
W24_Q66;5538;Links-Rechts-Selbsteinstufung;Nominal;Input;8;Right;F12;F12
W24_Q67A1;5539;Finanzierungsmoeglichkeit: Kuerzung Sozialausgaben;Nominal;Input;8;Right;F8;F8
W24_Q67A2;5540;Finanzierungsmoeglichkeit: Kuerzung Bildungsausgaben;Nominal;Input;8;Right;F8;F8
W24_Q67A3;5541;Finanzierungsmoeglichkeit: Steuererhoehung;Nominal;Input;8;Right;F8;F8
W24_Q67A4;5542;Finanzierungsmoeglichkeit: neue Staatsschulden;Nominal;Input;8;Right;F8;F8
W24_Q68A1;5543;Finanzierung: allgemeine Einkommenssteuer;Nominal;Input;8;Right;F19;F19
W24_Q68A2;5544;Finanzierung: allgemeine Vermoegenssteuer;Nominal;Input;8;Right;F19;F19
W24_Q68A3;5545;Finanzierung: allgemeine Erbschaftssteuer;Nominal;Input;8;Right;F19;F19
W24_Q68A4;5546;Finanzierung: progressive Einkommenssteuer;Nominal;Input;8;Right;F19;F19
W24_Q68A5;5547;Finanzierung: progressive Vermoegenssteuer;Nominal;Input;8;Right;F19;F19
W24_Q68A6;5548;Finanzierung: progressive Erbschaftssteuer;Nominal;Input;8;Right;F19;F19
W24_Q69A1;5549;Aussage: Beitrag zur Finanzierung durch alle Personen gleich;Nominal;Input;8;Right;F27;F27
W24_Q69A2;5550;Aussage: Kluft zwischen Arm und Reich wird durch Krise groesser;Nominal;Input;8;Right;F27;F27
W24_Q69A3;5551;Aussage: Neue Steuern schaden Wirtschaftsstandort Oesterreich;Nominal;Input;8;Right;F27;F27
W24_Q69A4;5552;Aussage: Ausgangsbeschraenkungen treffen arme staerker als reiche Menschen;Nominal;Input;8;Right;F27;F27
W24_Q70;5553;Einkommensdezil;Nominal;Input;8;Right;F40;F40
W24_Q71;5554;Glueck vs. Leistung;Nominal;Input;8;Right;F16;F16
W24_Q72A1;5555;Aussage: Politik muss soziale Ungleichheit bekaempfen;Nominal;Input;8;Right;F30;F30
W24_Q72A2;5556;Aussage: Sozialstaat macht Menschen traege und faul;Nominal;Input;8;Right;F30;F30
W24_Q72A3;5557;Aussage: Arbeitslosigkeit durch Staatsschulden bekaempfen;Nominal;Input;8;Right;F30;F30
W24_Q72A4;5558;Aussage: wenig Eingriff in Wirtschaft durch Politik;Nominal;Input;8;Right;F30;F30
W24_Q72A5;5559;Aussage: Bevorzugung von Frauen bei gleicher Qualifikation;Nominal;Input;8;Right;F30;F30
W24_Q72A6;5560;Aussage: Ausweitung der Befugnisse der Polizei;Nominal;Input;8;Right;F30;F30
W24_Q72A7;5561;Aussage: Zuwanderung nach Oesterreich nur in Ausnahmefaellen;Nominal;Input;8;Right;F30;F30
W24_Q72A8;5562;Aussage: Umweltschutz um jeden Preis;Nominal;Input;8;Right;F30;F30
W24_Q72A9;5563;Aussage: Einkommensunterschiede in Oesterreich sind zu gross;Nominal;Input;8;Right;F30;F30
W24_Q72A10;5564;Aussage: Generationenvertrag;Nominal;Input;8;Right;F30;F30
W24_Q72A11;5565;Aussage: Reduktion von Einkommensunterschieden durch staatliche Massnahmen;Nominal;Input;8;Right;F30;F30
W24_Q74A1;5566;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W24_Q78A1;5567;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W24_Q78A2;5568;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W24_Q78A3;5569;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W24_Q78A4;5570;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W24_Q78A5;5571;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W24_Q78A6;5572;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W24_Q78A7;5573;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W24_Q78A8;5574;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W24_Q78A9;5575;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W24_Q78A10;5576;Aenderung berufliche Situation: keine Arbeit und keine staatliche Unterstuetzung;Nominal;Input;8;Right;F13;F13
W24_Q78A11;5577;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W24_Q78A12;5578;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W24_Q80;5579;Aktuelles persoenliches Einkommen;Nominal;Input;8;Right;F24;F24
W24_Q84;5580;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W24_Q85;5581;Finanzielles Auskommen: Februar 2020;Nominal;Input;8;Right;F29;F29
W24_Q86;5582;Finanzielles Auskommen: Aktuell;Nominal;Input;8;Right;F29;F29
W24_Q87A1;5583;Wahrscheinlichkeit: Wieder Arbeit zu finden;Nominal;Input;8;Right;F8;F8
W24_Q88A1;5584;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W24_Q89A1;5585;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W24_Q90A1;5586;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W24_Q91A1;5587;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F25;F25
W24_Q91A2;5588;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F25;F25
W24_Q91A3;5589;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F25;F25
W24_Q91A4;5590;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F25;F25
W24_Q91A5;5591;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F25;F25
W24_Q91A6;5592;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F25;F25
W24_Q91A7;5593;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F25;F25
W24_Q91A8;5594;Mediennutzung: orf.at;Nominal;Input;8;Right;F25;F25
W24_Q92A1;5595;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F25;F25
W24_Q92A2;5596;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F25;F25
W24_Q93A1;5597;Soziale Medien: Facebook;Nominal;Input;8;Right;F25;F25
W24_Q93A2;5598;Soziale Medien: Twitter;Nominal;Input;8;Right;F25;F25
W24_Q93A3;5599;Soziale Medien: Instagram;Nominal;Input;8;Right;F25;F25
W24_Q93A4;5600;Soziale Medien: Youtube;Nominal;Input;8;Right;F25;F25
W24_Q93A5;5601;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F25;F25
W24_Q93A6;5602;Soziale Medien: Telegram;Nominal;Input;8;Right;F25;F25
W24_Q94A1;5603;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F25;F25
W24_Q94A2;5604;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F25;F25
W24_Q94A3;5605;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F25;F25
