variable,value,Label
W6_Q80A8,Variable Label,Urlaubsart: Kreuzfahrt
W6_Q80A8,0,Nicht genannt
W6_Q80A8,1,Genannt
W6_Q80A9,Variable Label,Urlaubsart: Andere Art von Urlaub
W6_Q80A9,0,Nicht genannt
W6_Q80A9,1,Genannt
W6_Q81A1,Variable Label,Mediennutzung: Kronen Zeitung oder www.krone.at
W6_Q81A1,1,1 = Mehrmals taeglich
W6_Q81A1,2,2 = Einmal taeglich
W6_Q81A1,3,3 = Mehrmals in der Woche
W6_Q81A1,4,4 = Einmal in der Woche
W6_Q81A1,5,5 = Gar nicht/nie
W6_Q81A1,88,Weiss nicht
W6_Q81A1,99,keine Angabe
W6_Q81A2,Variable Label,Mediennutzung: Der Standard oder derstandard.at
W6_Q81A2,1,1 = Mehrmals taeglich
W6_Q81A2,2,2 = Einmal taeglich
W6_Q81A2,3,3 = Mehrmals in der Woche
W6_Q81A2,4,4 = Einmal in der Woche
W6_Q81A2,5,5 = Gar nicht/nie
W6_Q81A2,88,Weiss nicht
W6_Q81A2,99,keine Angabe
W6_Q81A3,Variable Label,Mediennutzung: Die Presse oder diepresse.com
W6_Q81A3,1,1 = Mehrmals taeglich
W6_Q81A3,2,2 = Einmal taeglich
W6_Q81A3,3,3 = Mehrmals in der Woche
W6_Q81A3,4,4 = Einmal in der Woche
W6_Q81A3,5,5 = Gar nicht/nie
W6_Q81A3,88,Weiss nicht
W6_Q81A3,99,keine Angabe
W6_Q81A4,Variable Label,Mediennutzung: Oesterreich oder oe24.at
W6_Q81A4,1,1 = Mehrmals taeglich
W6_Q81A4,2,2 = Einmal taeglich
W6_Q81A4,3,3 = Mehrmals in der Woche
W6_Q81A4,4,4 = Einmal in der Woche
W6_Q81A4,5,5 = Gar nicht/nie
W6_Q81A4,88,Weiss nicht
W6_Q81A4,99,keine Angabe
W6_Q81A5,Variable Label,Mediennutzung: Kurier oder kurier.at
W6_Q81A5,1,1 = Mehrmals taeglich
W6_Q81A5,2,2 = Einmal taeglich
W6_Q81A5,3,3 = Mehrmals in der Woche
W6_Q81A5,4,4 = Einmal in der Woche
W6_Q81A5,5,5 = Gar nicht/nie
W6_Q81A5,88,Weiss nicht
W6_Q81A5,99,keine Angabe
W6_Q81A6,Variable Label,Mediennutzung: Salzburger Nachrichten oder salzburg.at
W6_Q81A6,1,1 = Mehrmals taeglich
W6_Q81A6,2,2 = Einmal taeglich
W6_Q81A6,3,3 = Mehrmals in der Woche
W6_Q81A6,4,4 = Einmal in der Woche
W6_Q81A6,5,5 = Gar nicht/nie
W6_Q81A6,88,Weiss nicht
W6_Q81A6,99,keine Angabe
W6_Q81A7,Variable Label,Mediennutzung: Sonstige oesterreichische Tageszeitungen
W6_Q81A7,1,1 = Mehrmals taeglich
W6_Q81A7,2,2 = Einmal taeglich
W6_Q81A7,3,3 = Mehrmals in der Woche
W6_Q81A7,4,4 = Einmal in der Woche
W6_Q81A7,5,5 = Gar nicht/nie
W6_Q81A7,88,Weiss nicht
W6_Q81A7,99,keine Angabe
W6_Q82A1,Variable Label,Mediennutzung: ORF (Nachrichten)
W6_Q82A1,1,1 = Mehrmals taeglich
W6_Q82A1,2,2 = Einmal taeglich
W6_Q82A1,3,3 = Mehrmals in der Woche
W6_Q82A1,4,4 = Einmal in der Woche
W6_Q82A1,5,5 = Gar nicht/nie
W6_Q82A1,88,Weiss nicht
W6_Q82A1,99,keine Angabe
W6_Q82A2,Variable Label,Mediennutzung: Privatfernsehen (Nachrichten)
W6_Q82A2,1,1 = Mehrmals taeglich
W6_Q82A2,2,2 = Einmal taeglich
W6_Q82A2,3,3 = Mehrmals in der Woche
W6_Q82A2,4,4 = Einmal in der Woche
W6_Q82A2,5,5 = Gar nicht/nie
W6_Q82A2,88,Weiss nicht
W6_Q82A2,99,keine Angabe
W6_Q83A1,Variable Label,Soziale Medien: Facebook
W6_Q83A1,1,1 = Mehrmals taeglich
W6_Q83A1,2,2 = Einmal taeglich
W6_Q83A1,3,3 = Mehrmals in der Woche
W6_Q83A1,4,4 = Einmal in der Woche
W6_Q83A1,5,5 = Gar nicht/nie
W6_Q83A1,88,Weiss nicht
W6_Q83A1,99,keine Angabe
W6_Q83A2,Variable Label,Soziale Medien: Twitter
W6_Q83A2,1,1 = Mehrmals taeglich
W6_Q83A2,2,2 = Einmal taeglich
W6_Q83A2,3,3 = Mehrmals in der Woche
W6_Q83A2,4,4 = Einmal in der Woche
W6_Q83A2,5,5 = Gar nicht/nie
W6_Q83A2,88,Weiss nicht
W6_Q83A2,99,keine Angabe
W6_Q83A3,Variable Label,Soziale Medien: Instagram
W6_Q83A3,1,1 = Mehrmals taeglich
W6_Q83A3,2,2 = Einmal taeglich
W6_Q83A3,3,3 = Mehrmals in der Woche
W6_Q83A3,4,4 = Einmal in der Woche
W6_Q83A3,5,5 = Gar nicht/nie
W6_Q83A3,88,Weiss nicht
W6_Q83A3,99,keine Angabe
W6_Q83A4,Variable Label,Soziale Medien: Youtube
W6_Q83A4,1,1 = Mehrmals taeglich
W6_Q83A4,2,2 = Einmal taeglich
W6_Q83A4,3,3 = Mehrmals in der Woche
W6_Q83A4,4,4 = Einmal in der Woche
W6_Q83A4,5,5 = Gar nicht/nie
W6_Q83A4,88,Weiss nicht
W6_Q83A4,99,keine Angabe
W6_Q83A5,Variable Label,Soziale Medien: WhatsApp
W6_Q83A5,1,1 = Mehrmals taeglich
W6_Q83A5,2,2 = Einmal taeglich
W6_Q83A5,3,3 = Mehrmals in der Woche
W6_Q83A5,4,4 = Einmal in der Woche
W6_Q83A5,5,5 = Gar nicht/nie
W6_Q83A5,88,Weiss nicht
W6_Q83A5,99,keine Angabe
W6_Q84A1,Variable Label,Soziale Medien Aktivitaet: Postings zu Corona anderer lesen
W6_Q84A1,1,1 = Mehrmals taeglich
W6_Q84A1,2,2 = Einmal taeglich
W6_Q84A1,3,3 = Mehrmals in der Woche
W6_Q84A1,4,4 = Einmal in der Woche
W6_Q84A1,5,5 = Gar nicht/nie
W6_Q84A1,88,Weiss nicht
W6_Q84A1,99,keine Angabe
W6_Q84A2,Variable Label,"Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten"
W6_Q84A2,1,1 = Mehrmals taeglich
W6_Q84A2,2,2 = Einmal taeglich
W6_Q84A2,3,3 = Mehrmals in der Woche
W6_Q84A2,4,4 = Einmal in der Woche
W6_Q84A2,5,5 = Gar nicht/nie
W6_Q84A2,88,Weiss nicht
W6_Q84A2,99,keine Angabe
W6_Q84A3,Variable Label,Soziale Medien Aktivitaet: selber Postings zu Corona verfassen
W6_Q84A3,1,1 = Mehrmals taeglich
W6_Q84A3,2,2 = Einmal taeglich
W6_Q84A3,3,3 = Mehrmals in der Woche
W6_Q84A3,4,4 = Einmal in der Woche
W6_Q84A3,5,5 = Gar nicht/nie
W6_Q84A3,88,Weiss nicht
W6_Q84A3,99,keine Angabe
W6_Q85,Variable Label,Soziale Kontakte: Haeufigkeit ausgetauscht/Kontakt gehalten
W6_Q85,1,1 = Mehrmals taeglich
W6_Q85,2,2 = Einmal taeglich
W6_Q85,3,3 = Mehrmals in der Woche
W6_Q85,4,4 = Einmal in der Woche
W6_Q85,5,5 = Gar nicht/ nie
W6_Q85,88,Weiss nicht
W6_Q85,99,keine Angabe
W6_Q87,Variable Label,Quiz: Vorerkrankungen
W6_Q87,1,Risikobehaftete Diabetes
W6_Q87,2,Schwere Epilepsie
W6_Q87,3,Onkologische Erkrankungen (Krebserkrankungen)
W6_Q87,4,Bluthochdruck und Herz-Erkrankungen
W6_Q87,5,Chronische Lungenerkrankungen
W6_Q88,Variable Label,Quiz: Land mit meisten Todesfaellen
W6_Q88,1,USA
W6_Q88,2,Spanien
W6_Q88,3,Italien
W6_Q88,4,China
W6_Q88,5,Anderes Land
W6_Q89,Variable Label,Quiz: Koordinationsbehoerde internationales Gesundheitswesen
W6_Q89,1,WHO
W6_Q89,2,UNESCO
W6_Q89,3,NATO
W6_Q89,4,IWF
W6_Q89,5,ECDC
W6_Q90,Variable Label,Quiz: effektive Reproduktionszahl
W6_Q90,1,Durchschnittliche Anzahl der von einem Infektionsfall generierten Folgefaelle
W6_Q90,2,Durchschnittliche Anzahl neuer Infektionsfaelle pro Tag
W6_Q90,3,Das Verhaeltnis zwischen Neuansteckungen und wieder genesenen Faellen
W6_Q90,4,Durchschnittliche Anzahl von Geburten pro Frau
W6_Q90,5,Anteil der Personen ohne Immunitaet in der Bevoelkerung
W6_Q91,Variable Label,Quiz: Institution/en fuer Kurzarbeit
W6_Q91,1,Arbeitgeber
W6_Q91,2,AMS
W6_Q91,3,AMS und Arbeitgeber
W6_Q91,4,Gewerkschaften und Wirtschaftskammer
W6_Q91,5,Arbeitgeber und Wirtschaftskammer
W6_Q92,Variable Label,Risikobereitschaft
W6_Q92,0,0 = gar nicht bereit
W6_Q92,1,1
W6_Q92,2,2
W6_Q92,3,3
W6_Q92,4,4
W6_Q92,5,5
W6_Q92,6,6
W6_Q92,7,7
W6_Q92,8,8
W6_Q92,9,9
W6_Q92,10,10 = sehr bereit
W6_Q92,88,Weiss nicht
W6_Q93A1,Variable Label,Psychologie: habe Leben selbst in der Hand
W6_Q93A1,1,1 = Trifft voll und ganz zu
W6_Q93A1,2,2 = Trifft etwas zu
W6_Q93A1,3,3 = Trifft wenig zu
W6_Q93A1,4,4 = Trifft nicht zu
W6_Q93A1,88,Weiss nicht
W6_Q93A1,99,keine Angabe
W6_Q93A2,Variable Label,Psychologie: Belohnung durch Anstrengung
W6_Q93A2,1,1 = Trifft voll und ganz zu
W6_Q93A2,2,2 = Trifft etwas zu
W6_Q93A2,3,3 = Trifft wenig zu
W6_Q93A2,4,4 = Trifft nicht zu
W6_Q93A2,88,Weiss nicht
W6_Q93A2,99,keine Angabe
W6_Q93A3,Variable Label,Psychologie: Fremdbestimmung
W6_Q93A3,1,1 = Trifft voll und ganz zu
W6_Q93A3,2,2 = Trifft etwas zu
W6_Q93A3,3,3 = Trifft wenig zu
W6_Q93A3,4,4 = Trifft nicht zu
W6_Q93A3,88,Weiss nicht
W6_Q93A3,99,keine Angabe
W6_Q93A4,Variable Label,Psychologie: Schicksal
W6_Q93A4,1,1 = Trifft voll und ganz zu
W6_Q93A4,2,2 = Trifft etwas zu
W6_Q93A4,3,3 = Trifft wenig zu
W6_Q93A4,4,4 = Trifft nicht zu
W6_Q93A4,88,Weiss nicht
W6_Q93A4,99,keine Angabe
W6_Q96A1,Variable Label,Gruenflaeche: Park
W6_Q96A1,0,Nicht genannt
W6_Q96A1,1,Genannt
W6_Q96A10,Variable Label,Gruenflaeche: keine Angabe
W6_Q96A10,0,Nicht genannt
W6_Q96A10,99,Genannt
W6_Q96A2,Variable Label,Gruenflaeche: Garten
W6_Q96A2,0,Nicht genannt
W6_Q96A2,1,Genannt
W6_Q96A3,Variable Label,Gruenflaeche: Gemeinschaftsgarten
W6_Q96A3,0,Nicht genannt
W6_Q96A3,1,Genannt
W6_Q96A4,Variable Label,Gruenflaeche: Wald/Wiese
W6_Q96A4,0,Nicht genannt
W6_Q96A4,1,Genannt
W6_Q96A5,Variable Label,Gruenflaeche: Spielplatz oder Spielgaerten
W6_Q96A5,0,Nicht genannt
W6_Q96A5,1,Genannt
W6_Q96A6,Variable Label,Gruenflaeche: Innenhof mit Gruenflaeche
W6_Q96A6,0,Nicht genannt
W6_Q96A6,1,Genannt
W6_Q96A7,Variable Label,Gruenflaeche: Sportplatz
W6_Q96A7,0,Nicht genannt
W6_Q96A7,1,Genannt
W6_Q96A8,Variable Label,Gruenflaeche: andere Gruenflaeche
W6_Q96A8,0,Nicht genannt
W6_Q96A8,1,Genannt
W6_Q96A9,Variable Label,Gruenflaeche: keine Gruenflaeche
W6_Q96A9,0,Nicht genannt
W6_Q96A9,1,Genannt
W6_START_DATE,Variable Label,START DATE WAVE 6
W6_WEIGHTD,Variable Label,DEMOGRAPHIC WEIGHT WAVE 6
W6_WEIGHTP,Variable Label,DEMOGRAPHIC + POLITICAL WEIGHT WAVE 6
W7_END_DATE,Variable Label,END DATE WAVE 7
W7_INTDUR,Variable Label,INTERVIEW DURATION WAVE 7
W7_PANELIST,Variable Label,PANELIST WAVE 7
W7_Q10,Variable Label,Dauer des Alleinlebens
W7_Q10,1,Weniger als 6 Monate
W7_Q10,2,6 - 12 Monate
W7_Q10,3,1 bis 2 Jahre
W7_Q10,4,3 bis 5 Jahre
W7_Q10,5,6 bis 10 Jahre
W7_Q10,6,11 Jahre und mehr
W7_Q11A1,Variable Label,Wunsch: Mit Partner(in) zusammenleben
W7_Q11A1,1,1 = Trifft voll und ganz zu
W7_Q11A1,2,2 = Trifft eher zu
W7_Q11A1,3,3 = Teils-teils
W7_Q11A1,4,4 = Trifft eher nicht zu
W7_Q11A1,5,5 = Trifft gar nicht zu
W7_Q11A1,88,Weiss nicht
W7_Q11A1,99,keine Angabe
W7_Q11A2,Variable Label,Wunsch: Mit Kinder(n) zusammenleben
W7_Q11A2,1,1 = Trifft voll und ganz zu
W7_Q11A2,2,2 = Trifft eher zu
W7_Q11A2,3,3 = Teils-teils
W7_Q11A2,4,4 = Trifft eher nicht zu
W7_Q11A2,5,5 = Trifft gar nicht zu
W7_Q11A2,88,Weiss nicht
W7_Q11A2,99,keine Angabe
W7_Q12,Variable Label,Wohlfuehlen: Wohnsituation
W7_Q12,0,0 = Fuehle mich vollkommen unwohl
W7_Q12,1,1
W7_Q12,2,2
W7_Q12,3,3
W7_Q12,4,4
W7_Q12,5,5
W7_Q12,6,6
W7_Q12,7,7
W7_Q12,8,8
W7_Q12,9,9
W7_Q12,10,10 = Fuehle mich vollkommen wohl
W7_Q12,88,Weiss nicht
W7_Q12,99,keine Angabe
W7_Q14,Variable Label,Erwerbstaetigkeit aktuell
W7_Q14,1,"Unselbststaendig erwerbstaetig (auch Lehrling), Privatwirtschaft"
W7_Q14,2,"Unselbststaendig erwerbstaetig (auch Lehrling), Oeffentlicher Dienst"
W7_Q14,3,Selbststaendig erwerbstaetig
W7_Q14,4,Arbeitslos
W7_Q14,5,Pensionist*in
W7_Q14,6,Ausschliesslich haushaltsfuehrend
W7_Q14,7,"Schueler/in, Student/in, Bildungskarenz"
W7_Q14,8,Sonstiges (Dauerhaft arbeitsunfaehig oder Praesenz-/Zivildiener)
W7_Q14,10,In Elternkarenz
W7_Q14,99,Keine Angabe
W7_Q15A1,Variable Label,Gesundheitliche Gefahr: Fuer mich persoenlich
W7_Q15A1,1,1 = sehr gross
W7_Q15A1,2,2 = gross
W7_Q15A1,3,3 = mittelmaessig
W7_Q15A1,4,4 = klein
W7_Q15A1,5,5 = sehr klein
W7_Q15A1,99,keine Angabe
W7_Q15A2,Variable Label,Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung
W7_Q15A2,1,1 = sehr gross
W7_Q15A2,2,2 = gross
W7_Q15A2,3,3 = mittelmaessig
W7_Q15A2,4,4 = klein
W7_Q15A2,5,5 = sehr klein
W7_Q15A2,99,keine Angabe
W7_Q16A1,Variable Label,Wirtschaftliche Gefahr: Fuer mich persoenlich
W7_Q16A1,1,1 = sehr gross
W7_Q16A1,2,2 = gross
W7_Q16A1,3,3 = mittelmaessig
W7_Q16A1,4,4 = klein
W7_Q16A1,5,5 = sehr klein
W7_Q16A1,99,keine Angabe
W7_Q16A2,Variable Label,Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung
W7_Q16A2,1,1 = sehr gross
W7_Q16A2,2,2 = gross
W7_Q16A2,3,3 = mittelmaessig
W7_Q16A2,4,4 = klein
W7_Q16A2,5,5 = sehr klein
W7_Q16A2,99,keine Angabe
W7_Q17A1,Variable Label,Anzahl der Infizierten (amtlich)
W7_Q17A2,Variable Label,Anzahl der Infizierten (eigene Einschaetzung)
W7_Q18,Variable Label,Massnahmen der Regierung: Angemessenheit
W7_Q18,1,1 = ueberhaupt nicht ausreichend
W7_Q18,2,2 = eher nicht ausreichend
W7_Q18,3,3 = angemessen
W7_Q18,4,4 = eher zu stark
W7_Q18,5,5 = zu extrem
W7_Q18,88,Weiss nicht
W7_Q18,99,keine Angabe
W7_Q19,Variable Label,Massnahmen der Regierung: Effektivitaet
W7_Q19,1,1 = ueberhaupt nicht effektiv
W7_Q19,2,2 = eher nicht effektiv
W7_Q19,3,3 = teils effektiv
W7_Q19,4,4 = eher effektiv
W7_Q19,5,5 = sehr effektiv
W7_Q19,88,Weiss nicht
W7_Q19,99,keine Angabe
W7_Q20,Variable Label,Geschaetzte Dauer der Krise
W7_Q20,1,Weniger als 1 Monat
W7_Q20,2,1-2 Monate
W7_Q20,3,3-4 Monate
W7_Q20,4,5-6 Monate
W7_Q20,5,Mehr als 6 Monate
W7_Q20,88,Weiss nicht
W7_Q20,99,keine Angabe
W7_Q21,Variable Label,Geschaetzte Dauer der Krise: Mehr als 6 Monate
W7_Q21,1,6 Monate bis 1 Jahr
W7_Q21,2,1 bis 1.5 Jahre
W7_Q21,3,1.5 bis 2 Jahre
W7_Q21,4,2 bis 3 Jahre
W7_Q21,5,3 bis 5 Jahre
W7_Q21,6,Mehr als 5 Jahre
W7_Q21,88,Weiss nicht
W7_Q21,99,keine Angabe
W7_Q22A1,Variable Label,Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts
W7_Q22A1,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A1,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A1,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A1,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A1,88,Weiss nicht
W7_Q22A1,99,keine Angabe
W7_Q22A10,Variable Label,Massnahme: Einschraenkung der Reisefreiheit
W7_Q22A10,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A10,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A10,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A10,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A10,88,Weiss nicht
W7_Q22A10,99,keine Angabe
W7_Q22A11,Variable Label,Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums
W7_Q22A11,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A11,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A11,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A11,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A11,88,Weiss nicht
W7_Q22A11,99,keine Angabe
W7_Q22A12,Variable Label,Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln
W7_Q22A12,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A12,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A12,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A12,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A12,88,Weiss nicht
W7_Q22A12,99,keine Angabe
W7_Q22A2,Variable Label,"Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants"
W7_Q22A2,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A2,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A2,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A2,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A2,88,Weiss nicht
W7_Q22A2,99,keine Angabe
W7_Q22A3,Variable Label,Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen
W7_Q22A3,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A3,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A3,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A3,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A3,88,Weiss nicht
W7_Q22A3,99,keine Angabe
W7_Q22A4,Variable Label,Massnahme: Schliessung von Schwimmbaedern
W7_Q22A4,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A4,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A4,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A4,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A4,88,Weiss nicht
W7_Q22A4,99,keine Angabe
W7_Q22A5,Variable Label,Massnahme: Schliessung von Spielplaetzen
W7_Q22A5,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A5,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A5,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A5,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A5,88,Weiss nicht
W7_Q22A5,99,keine Angabe
W7_Q22A6,Variable Label,Massnahme: Schliessung von Volks- und hoeheren Schulen
W7_Q22A6,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A6,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A6,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A6,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A6,88,Weiss nicht
W7_Q22A6,99,keine Angabe
W7_Q22A7,Variable Label,Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten
W7_Q22A7,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A7,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A7,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A7,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A7,88,Weiss nicht
W7_Q22A7,99,keine Angabe
W7_Q22A8,Variable Label,Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen
W7_Q22A8,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A8,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A8,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A8,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A8,88,Weiss nicht
W7_Q22A8,99,keine Angabe
W7_Q22A9,Variable Label,Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung
W7_Q22A9,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W7_Q22A9,2,2 = Massnahme sollte derzeit eher gelten
W7_Q22A9,3,3 = Massnahme sollte derzeit eher nicht gelten
W7_Q22A9,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W7_Q22A9,88,Weiss nicht
W7_Q22A9,99,keine Angabe
W7_Q23,Variable Label,Gesundheitszustand
W7_Q23,1,1 = Sehr gut
W7_Q23,2,2 = Gut
W7_Q23,3,3 = Mittelmaessig
W7_Q23,4,4 = Schlecht
W7_Q23,5,5 = Sehr schlecht
W7_Q23,99,keine Angabe
W7_Q28A1,Variable Label,Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken
W7_Q29,Variable Label,Corona-Diagnose: Direkter persoenlicher Kontakt
W7_Q29,1,Ja
W7_Q29,2,"Nein, aber eine Person, mit der ich Kontakt hatte, vermutet eine Infektion"
W7_Q29,3,Nein
W7_Q29,99,keine Angabe
W7_Q30A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken
W7_Q31A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person)
W7_Q32A1,Variable Label,Auswirkungen: Vergesse Wochentag
W7_Q32A1,1,1 = Trifft voll und ganz zu
W7_Q32A1,2,2 = Trifft eher zu
W7_Q32A1,3,3 = Teils-teils
W7_Q32A1,4,4 = Trifft eher nicht zu
W7_Q32A1,5,5 = Trifft gar nicht zu
W7_Q32A1,88,Weiss nicht
W7_Q32A1,99,keine Angabe
W7_Q32A2,Variable Label,Auswirkungen: Fehlt Kontakt
W7_Q32A2,1,1 = Trifft voll und ganz zu
W7_Q32A2,2,2 = Trifft eher zu
W7_Q32A2,3,3 = Teils-teils
W7_Q32A2,4,4 = Trifft eher nicht zu
W7_Q32A2,5,5 = Trifft gar nicht zu
W7_Q32A2,88,Weiss nicht
W7_Q32A2,99,keine Angabe
W7_Q32A3,Variable Label,"Auswirkungen: Dinge tun, fuer die sonst keine Zeit"
W7_Q32A3,1,1 = Trifft voll und ganz zu
W7_Q32A3,2,2 = Trifft eher zu
W7_Q32A3,3,3 = Teils-teils
W7_Q32A3,4,4 = Trifft eher nicht zu
W7_Q32A3,5,5 = Trifft gar nicht zu
W7_Q32A3,88,Weiss nicht
W7_Q32A3,99,keine Angabe
W7_Q32A4,Variable Label,Auswirkungen: Konflikte in Beziehung/Familie
W7_Q32A4,1,1 = Trifft voll und ganz zu
W7_Q32A4,2,2 = Trifft eher zu
W7_Q32A4,3,3 = Teils-teils
W7_Q32A4,4,4 = Trifft eher nicht zu
W7_Q32A4,5,5 = Trifft gar nicht zu
W7_Q32A4,88,Weiss nicht
W7_Q32A4,99,keine Angabe
W7_Q33A1,Variable Label,Depressivitaet: ruhig und gelassen
W7_Q33A1,1,nie
W7_Q33A1,2,an manchen Tagen
W7_Q33A1,3,mehrmals die Woche
W7_Q33A1,4,beinahe jeden Tag
W7_Q33A1,5,taeglich
W7_Q33A1,88,Weiss nicht
W7_Q33A1,99,keine Angabe
W7_Q33A2,Variable Label,Depressivitaet: einsam
W7_Q33A2,1,nie
W7_Q33A2,2,an manchen Tagen
W7_Q33A2,3,mehrmals die Woche
W7_Q33A2,4,beinahe jeden Tag
W7_Q33A2,5,taeglich
W7_Q33A2,88,Weiss nicht
W7_Q33A2,99,keine Angabe
W7_Q33A3,Variable Label,Depressivitaet: aergerlich
W7_Q33A3,1,nie
W7_Q33A3,2,an manchen Tagen
W7_Q33A3,3,mehrmals die Woche
W7_Q33A3,4,beinahe jeden Tag
W7_Q33A3,5,taeglich
W7_Q33A3,88,Weiss nicht
W7_Q33A3,99,keine Angabe
W7_Q33A4,Variable Label,Depressivitaet: so niedergeschlagen
W7_Q33A4,1,nie
W7_Q33A4,2,an manchen Tagen
W7_Q33A4,3,mehrmals die Woche
W7_Q33A4,4,beinahe jeden Tag
W7_Q33A4,5,taeglich
W7_Q33A4,88,Weiss nicht
W7_Q33A4,99,keine Angabe
W7_Q33A5,Variable Label,Depressivitaet: gluecklich
W7_Q33A5,1,nie
W7_Q33A5,2,an manchen Tagen
W7_Q33A5,3,mehrmals die Woche
W7_Q33A5,4,beinahe jeden Tag
W7_Q33A5,5,taeglich
W7_Q33A5,88,Weiss nicht
W7_Q33A5,99,keine Angabe
W7_Q33A6,Variable Label,Depressivitaet: sehr nervoes
W7_Q33A6,1,nie
W7_Q33A6,2,an manchen Tagen
W7_Q33A6,3,mehrmals die Woche
W7_Q33A6,4,beinahe jeden Tag
W7_Q33A6,5,taeglich
W7_Q33A6,88,Weiss nicht
W7_Q33A6,99,keine Angabe
W7_Q33A7,Variable Label,Depressivitaet: aengstlich
W7_Q33A7,1,nie
W7_Q33A7,2,an manchen Tagen
W7_Q33A7,3,mehrmals die Woche
W7_Q33A7,4,beinahe jeden Tag
W7_Q33A7,5,taeglich
W7_Q33A7,88,Weiss nicht
W7_Q33A7,99,keine Angabe
W7_Q33A8,Variable Label,Depressivitaet: bedrueckt und traurig
W7_Q33A8,1,nie
W7_Q33A8,2,an manchen Tagen
W7_Q33A8,3,mehrmals die Woche
W7_Q33A8,4,beinahe jeden Tag
W7_Q33A8,5,taeglich
W7_Q33A8,88,Weiss nicht
W7_Q33A8,99,keine Angabe
W7_Q33A9,Variable Label,Depressivitaet: voller Energie
W7_Q33A9,1,nie
W7_Q33A9,2,an manchen Tagen
W7_Q33A9,3,mehrmals die Woche
W7_Q33A9,4,beinahe jeden Tag
W7_Q33A9,5,taeglich
